SP;GD;NUM_BP;DROPPED_PAIRS;SEQS
Campylorhynchus_fasciatus;0.0228108831439419;66;0;3
Campylorhynchus_rufinucha;0.0325670498084291;34;0;2
Campylorhynchus_turdinus;0.0261813537675607;82;0;3
Campylorhynchus_yucatanicus;0;0;0;2
Campylorhynchus_zonatus;0.0495210727969349;517;0;5
Canirallus_kioloides;0.00327153762268266;3;0;2
Capito_auratus;0.0419386904317876;8340;0;20
Capito_dayi;0;0;0;4
Capito_maculicoronatus;0.00286532951289398;3;0;2
Capito_niger;0.0517116108044117;280;0;4
Capito_wallacei;0.00163236954067900;94;0;11
Caprimulgus_climacurus;0.0107526881720430;7;0;2
Caprimulgus_europaeus;0.0603116914821914;473;20;7
Caprimulgus_indicus;0.187390542907180;214;0;2
Caprimulgus_longirostris;0.0125848315282842;828;0;12
Caprimulgus_macrurus;0.0122591943957969;42;0;3
Caprimulgus_manillensis;0.00175131348511384;2;0;2
Caprimulgus_parvulus;0.000875656742556918;1;0;2
Caprimulgus_ridgwayi;0.00175131348511384;2;0;2
Caprimulgus_vociferus;0.00640012529722495;20;0;3
Caprimulgus_whitelyi;0.000875656742556918;1;0;2
Caracara_plancus;0.00689370134343620;66;0;5
Cardellina_rubrifrons;0;0;0;2
Cardinalis_cardinalis;0.0331061739599704;11032;150;28
Cardinalis_sinuatus;0;0;0;2
Carduelis_atrata;0.00157381220471347;9;0;4
Carduelis_atriceps;0.0113452803241268;30;0;3
Carduelis_barbata;0.00346228919992177;49;0;6
Carduelis_cannabina;0.000666751093739701;10;0;7
Carduelis_chloris;0.00254884656226142;87;20;11
Carduelis_citrinella;0.0281385281385281;26;0;2
Carduelis_crassirostris;0.00760510069941166;41;0;4
Carduelis_cucullata;0.00151000377500944;4;0;3
Carduelis_dominicensis;0.00214911523717258;12;0;4
Carduelis_flammea;0.00435286163354017;8;12;5
Carduelis_flavirostris;0.00529049205304691;424;0;14
Carduelis_hornemanni;NaN;0;2;2
Carduelis_lawrencei;0;0;0;3
Carduelis_magellanica;0.00862329604057777;3655;0;30
Carduelis_notata;0.00673789184567542;18;0;3
Carduelis_olivacea;0.0119294015562099;31;0;3
Carduelis_pinus;0.00108225108225108;1;0;2
Carduelis_psaltria;0.00384054752713152;21;0;4
Carduelis_siemiradzkii;0.00101834577114428;2;0;3
Carduelis_sinica;0.00180473657621841;23;0;6
Carduelis_spinescens;0.00702008543606888;17;0;3
Carduelis_spinoides;0.00216450216450216;2;0;2
Carduelis_spinus;0.0131701993294124;548;20;11
Carduelis_tristis;0.00794111804696850;16;56;9
Carduelis_uropygialis;0.00150603626608055;9;0;4
Carduelis_xanthogastra;0.00945945945945946;7;0;2
Carpodacus_cassinii;0.00261054376641067;8;0;3
Carpodacus_edwardsii;0.00178412132024978;2;4;3
Carpodacus_eos;0.00146108755300574;12;10;6
Carpodacus_erythrinus;0.0154421326339247;1681;0;17
Carpodacus_mexicanus;0.00911199070274410;45;78;11
Carpodacus_nipalensis;0.00669867257544983;36;0;4
Carpodacus_pulcherrimus;0.0201689555917527;2913;64;22
Carpodacus_puniceus;0;0;4;3
Carpodacus_purpureus;0.0122591943957968;28;8;4
Carpodacus_rhodochlamys;0.00612959719789842;7;4;3
Carpodacus_rodochroa;0.00311979187837893;12;0;4
Carpodacus_rodopeplus;0.0450569971346520;487;0;6
Carpodacus_roseus;0.00305323975721797;54;10;8
Carpodacus_rubescens;0.00682261208576998;7;0;2
Carpodacus_rubicilla;0.00575815738963532;3;10;4
Carpodacus_rubicilloides;0.00894589679006663;70;14;7
Carpodacus_synoicus;0.0221216345613923;289;8;8
Carpodacus_thura;0.0325294118823912;257;0;5
Carpodacus_trifasciatus;0.00581441312824292;26;0;4
Carpodacus_vinaceus;0.00700955455436493;2950;0;32
Carpodectes_hopkei;0;0;4;3
Casmerodius_albus;0.00687969621498159;30;28;7
Casuarius_bennetti;0.00291719973295367;7;16;6
Casuarius_casuarius;0.00351046624279044;98;28;15
Casuarius_unappendiculatus;0.0130293159609121;112;0;8
Catamblyrhynchus_diadema;0.00329489291598023;2;0;2
Catamenia_analis;0.00185440693915983;5;0;3
Catamenia_inornata;0.00799397824027856;477;0;12
Catharacta_antarctica;0.00179209828682345;28;0;7
Catharacta_chilensis;0.00371732024428395;122;0;9
Catharacta_lonnbergi;0.00298881480299157;61;0;7
Catharacta_maccormicki;0.00168592323756453;50;18;10
Catharacta_skua;0.00160263120291831;48;2;9
Catharopeza_bishopi;0.000875656742556918;1;0;2
Cathartes_aura;0.000326930200812021;5;12;7
Cathartes_burrovianus;0.0237650158020357;144;0;4
Cathartes_melambrotus;0.000625065658157370;2;0;3
Catharus_aurantiirostris;0.0477862962450684;129;0;3
Catharus_bicknelli;0.00339750849377123;3;0;2
Catharus_dryas;0.00685251837536322;19;0;3
Catharus_frantzii;0.0107626369181204;8712;406;51
Catharus_fuscater;0.0453001132502831;40;0;2
Catharus_fuscescens;0.000924853297686395;144;0;18
Catharus_gracilirostris;0.0113122171945701;30;0;3
Catharus_guttatus;0.0126201915654889;41904;0;81
Catharus_mexicanus;0.0136386920515666;37;0;3
Catharus_minimus;0.00237807896782444;391;0;18
Catharus_occidentalis;0.00486954285575910;28;0;4
Catharus_ustulatus;0.0100631230752144;30853;154;78
Catoptrophorus_semipalmatus;NaN;0;2;2
Celeus_brachyurus;0.0579233079233079;81;2;3
Celeus_elegans;0.00215053763440860;2;0;2
Celeus_flavus;0.00431034482758621;4;0;2
Celeus_grammicus;0.00517694328542729;134;0;9
Celeus_loricatus;0.00325379609544469;3;0;2
Celeus_obrieni;0;0;0;3
Celeus_spectabilis;0.00305980528511822;22;0;5
Celeus_undatus;0;0;0;2
Centropus_phasianinus;NaN;0;2;2
Centropus_sinensis;0.00291885580852306;10;6;4
Cephalopterus_ornatus;0;0;4;3
Cephalopyrus_flammiceps;0;0;0;2
Cepphus_columba;0;0;0;2
Cepphus_grylle;0.00836550836550837;26;0;3
Cercococcyx_montanus;0.0297029702970297;9;4;3
Cercomacra_carbonaria;0.000957854406130268;1;0;2
Cercomacra_cinerascens;0.0692848020434227;217;0;3
Cercomacra_laeta;0.00881200459667739;27;0;3
Cercomacra_manu;0.0181992337164751;19;0;2
Cercomacra_melanaria;0.0101386535084180;31;0;3
Cercomacra_nigrescens;0.0254928759178638;78;0;3
Cercomacra_nigricans;0.00100704934541793;1;0;2
Cercomacra_serva;0.0108648337039259;66;0;4
Cercomacra_tyrannina;0.0244682357415442;250;0;5
Cercomela_dubia;0.0328102710413695;23;0;2
Cercomela_familiaris;0.0404892266413234;597;0;6
Cercomela_fusca;0.0588918606637981;135;0;3
Cercomela_melanura;0.0760192228217228;211;0;3
Cercomela_schlegelii;0.00211715101348527;6;0;3
Cercomela_sinuata;0.00258182880773513;8;0;3
Cercomela_sordida;0.0318352059925094;102;0;3
Cercomela_tractrac;0.0205824069119949;61;0;3
Cereopsis_novaehollandiae;0;0;2;3
Certhia_americana;0.00651041666666667;10;6;4
Certhia_brachydactyla;0.0113281250000000;319;0;11
Certhia_discolor;0.00195312500000000;1;4;3
Certhia_familiaris;0.0127120994442648;1834;84;25
Certhia_himalayana;0.00502232142857143;54;14;8
Certhia_hodgsoni;0.0164930555555556;304;0;9
Certhia_manipurensis;0.00130208333333333;2;0;3
Certhia_nipalensis;0;0;6;4
Certhia_tianquanensis;0;0;0;5
Certhiaxis_cinnamomeus;0.00206185567010309;2;0;2
Certhidea_olivacea;0.0179031490325742;1027;0;12
Certhilauda_albescens;NaN;0;2;2
Certhilauda_barlowi;NaN;0;2;2
Certhilauda_burra;0.00272665303340150;4;6;4
Certhilauda_chuana;0.00177728606902961;74;26;14
Certhilauda_curvirostris;0;0;2;3
Certhilauda_erythrochlamys;0.00368362178316886;18;0;5
Certhilauda_semitorquata;NaN;0;2;2
Certhilauda_subcoronata;0.00207039337474120;1;4;3
Ceryle_rudis;0.122591943957968;140;0;2
Cettia_acanthizoides;0.00304246442597693;47;0;6
Cettia_annae;0.00468750000000000;3;0;2
Cettia_brunnescens;0;0;0;2
Cettia_canturians;0;0;0;1
Cettia_cetti;0.0164215637893813;760;0;10
Cettia_diphone;0.0112672556575722;786;0;13
Cettia_flavolivacea;0.0269749518304432;84;0;3
Cettia_fortipes;0.0466015226770510;995;0;7
Cettia_parens;0;0;0;2
Cettia_ruficapilla;0.00156250000000000;1;0;2
Cettia_seebohmi;0.00175131348511384;6;0;3
Cettia_vulcania;0.00675760078456963;70;0;5
Ceyx_erithaca;0.191588785046729;205;0;2
Chaetorhynchus_papuensis;0.000969932104752667;1;0;2
Chaetura_pelagica;0.00457982819740629;27;8;5
Chaetura_vauxi;0;0;4;3
Chaimarrornis_leucocephalus;0.00150625196501233;9;0;4
Chalcophaps_indica;0.0217294666339254;333;0;6
Chalcophaps_stephani;0.0281124497991968;28;0;2
Chalcopsitta_cardinalis;0.00237529691211401;2;0;2
Chalcopsitta_duivenbodei;0.0121278941565601;11;0;2
Chamaea_fasciata;0.00183038541252895;3948;124;63
Chamaepetes_goudotii;0.0268579787815815;31;2;3
Chamaeza_campanisona;NaN;0;2;2
Charadrius_alexandrinus;0.0732673267326733;74;4;3
Charadrius_australis;NaN;0;2;2
Charadrius_obscurus;0.000500375281461096;12;0;7
Charadrius_semipalmatus;NaN;0;2;2
Charadrius_vociferus;0.0359019264448336;41;4;3
Charmosyna_papou;0.00456819928945863;7;0;3
Charmosyna_placentis;0.0408357075023742;86;0;3
Charmosyna_pulchella;0;0;0;2
Charmosyna_rubronotata;0.00288018707740410;6;0;3
Chasiempis_sandwichensis;0;0;0;2
Chen_caerulescens;NaN;0;2;2
Chen_canagica;0.00269599255147768;14;100;12
Chen_rossii;0.0124521072796935;13;4;3
Chenonetta_jubata;NaN;0;6;3
Chersomanes_albofasciata;0.000998003992015968;2;12;5
Chiroxiphia_caudata;0.0356793334616297;234347;536;136
Chiroxiphia_pareola;0.00235294117647059;1;0;2
Chlamydochaera_jefferyi;0.00862068965517241;8;0;2
Chlamydotis_undulata;0.000339277822742308;31;144;18
Chlidonias_hybrida;0.00747085415179634;157;20;11
Chlidonias_leucopterus;0.00559071252007471;15;0;3
Chlidonias_niger;0.00370519728666370;249;68;19
Chloephaga_melanoptera;0;0;0;2
Chloroceryle_aenea;NaN;0;2;2
Chloroceryle_americana;NaN;0;2;2
Chlorocharis_emiliae;0.0116006487584475;9312;0;38
Chlorochrysa_calliparaea;0;0;0;2
Chloropeta_gracilirostris;0.000994035785288270;1;0;2
Chloropeta_natalensis;0.0139372822299652;12;0;2
Chloropeta_similis;0.00750786654851386;20;0;3
Chlorophanes_spiza;0.00322095306214520;8216;212;74
Chloropsis_aurifrons;0.0203356008998447;1055;2;14
Chloropsis_cochinchinensis;0.0352279042481860;1352;0;12
Chloropsis_cyanopogon;0.0435079752947119;341;0;6
Chloropsis_flavipennis;0.00439623101366235;6;0;3
Chloropsis_hardwickii;0.0234064819334562;981;0;13
Chloropsis_jerdoni;0.00157232704402516;2;0;3
Chloropsis_media;0.00171526586620926;1;0;2
Chloropsis_palawanensis;0.00114351057747284;2;0;3
Chloropsis_sonnerati;0.0136716193440010;218;0;8
Chlorornis_riefferii;0;0;0;2
Chlorospingus_canigularis;0.0849387040280210;291;0;3
Chlorospingus_flavigularis;0.0366303590730801;418;0;5
Chlorospingus_ophthalmicus;0.0507667821811922;6901;0;16
Chlorospingus_pileatus;0;0;0;3
Chlorothraupis_carmioli;0.00304568527918782;3;0;2
Chlorothraupis_olivacea;0.00649350649350649;4;0;2
Chlorothraupis_stolzmanni;0.0129353233830846;13;0;2
Chondestes_grammacus;0.123762376237624;50;0;2
Chondrohierax_uncinatus;0.00451541317532877;426;0;14
Chordeiles_acutipennis;0.0163455925277291;56;0;3
Chordeiles_minor;0.0237847159140626;249;28;8
Chordeiles_rupestris;NaN;0;2;2
Chrysococcyx_lucidus;NaN;0;2;2
Chrysococcyx_minutillus;0.00239377618192702;1504;0;48
Chrysococcyx_osculans;NaN;0;2;2
Chrysocolaptes_lucidus;0.0448780878336611;230;16;7
Chrysolampis_mosquitus;0;0;16;1
Chrysolophus_amherstiae;0.0176755278966131;175;8;6
Chrysomma_sinense;0.00160566127139856;9;8;5
Chrysomus_icterocephalus;0.00344827586206897;3;0;2
Chrysomus_ruficapillus;0.0271186440677966;24;0;2
Chrysothlypis_chrysomelas;0.00530344644981288;16;0;3
Cichlopsis_leucogenys;0.00102459016393443;1;0;2
Cicinnurus_magnificus;0.00901639268162842;27;4;4
Cicinnurus_regius;0.0261593341260404;22;0;2
Cicinnurus_respublica;0.00118906064209275;1;0;2
Ciconia_boyciana;0.00480307396733910;5;4;3
Ciconia_ciconia;0.00218501662898837;22;0;5
Ciconia_episcopus;0.00909090909090909;9;0;2
Ciconia_maguari;0.00294406280667321;3;0;2
Ciconia_nigra;0.000997424730190910;3;6;4
Cinclidium_leucurum;0.00132548833780867;4;0;3
Cinclodes_atacamensis;0.00247149845266559;24;0;5
Cinclodes_oustaleti;0;0;0;2
Cinclodes_pabsti;0.00227790432801822;2;0;2
Cincloramphus_mathewsi;0.00418994413407821;3;0;2
Cinclus_cinclus;0.00258263173334963;23546;214;137
Cinclus_mexicanus;0;0;0;3
Cinclus_pallasii;0.0800000000000000;80;0;2
Circaetus_gallicus;0.0330009435580717;63;8;4
Circus_aeruginosus;NaN;0;2;2
Circus_cyaneus;0.00196316224631716;8;18;6
Circus_melanoleucos;0;0;18;1
Circus_spilonotus;0.00209184666277486;86;0;9
Cissa_chinensis;0.0162337662337662;15;0;2
Cissopis_leverianus;0.000962463907603465;1;0;2
Cisticola_exilis;0;0;0;2
Cisticola_juncidis;0.0195928365971093;923;0;10
Cistothorus_platensis;NaN;0;2;2
Clamator_glandarius;NaN;0;2;2
Clamator_jacobinus;NaN;0;6;3
Clangula_hyemalis;0;0;0;2
Claravis_pretiosa;0.00268911775092457;8;0;3
Climacteris_picumnus;0.00865544225752905;146;0;2
Clytorhynchus_hamlini;0;0;0;2
Clytorhynchus_nigrogularis;0.00290979631425800;3;0;2
Clytorhynchus_pachycephaloides;0.000969932104752667;1;0;2
Clytorhynchus_vitiensis;0.00465567410281280;72;0;6
Cnemotriccus_fuscatus;0.0218914185639229;25;0;2
Cnipodectes_subbrunneus;0.0220306513409962;23;0;2
Coccothraustes_coccothraustes;0.00766123542484926;71;18;7
Coccothraustes_vespertinus;0.00348696487023324;11;0;3
Coccycua_minuta;NaN;0;2;2
Coccyzus_americanus;0.00779684254701227;5872;256;45
Coccyzus_erythropthalmus;0.0495260879873715;140;0;3
Cochoa_viridis;0.00267201068804275;8;0;3
Coereba_flaveola;0.0301419200115020;57095;0;72
Colaptes_auratus;0.0170262440455564;267;26;8
Colaptes_auricularis;0.00890207715133531;9;0;2
Colaptes_campestris;0.00134680272094962;4;0;3
Colaptes_melanochloros;0.00658113786119516;20;6;4
Colaptes_pitius;0.0233029381965552;23;0;2
Colaptes_punctigula;0.00131362889983580;4;0;3
Colaptes_rivolii;0.00100100100100100;1;0;2
Colaptes_rubiginosus;0.0388858145186166;579;0;6
Colaptes_rupicola;0.0180221847495833;103;0;4
Colius_striatus;0.0754152536999504;245;0;3
Collocalia_bartschi;0;0;4;3
Collocalia_brevirostris;0.0263287008184307;225;10;6
Collocalia_elaphra;0;0;16;6
Collocalia_esculenta;0.0493644605818889;16109;1012;45
Collocalia_francica;0;0;12;5
Collocalia_fuciphaga;0.00715374423003278;111084;20846;279
Collocalia_hirundinacea;0;0;0;2
Collocalia_linchi;0.00794754487510429;172;20;9
Collocalia_maxima;0.00424353002958379;2374;290;38
Collocalia_salangana;0.0186608965447804;411;70;12
Collocalia_sawtelli;0;0;4;3
Collocalia_spodiopygia;0.0440763310102267;1494;126;16
Collocalia_troglodytes;0.00492610837438424;2;4;3
Collocalia_vanikorensis;0.0172413793103448;54;6;4
Colluricincla_harmonica;0.0229367394666925;5057;30;8
Colluricincla_megarhyncha;0.0364680616396692;70104;2032;175
Colonia_colonus;0.0478290527505839;7292;0;18
Columba_arquatrix;0;0;0;3
Columba_bollii;0.000342334414136278;6;0;7
Columba_elphinstonii;0.00122591943957968;14;0;5
Columba_guinea;0.00925925925925926;9;0;2
Columba_junoniae;0.000578470598171667;3;0;4
Columba_livia;0.00167997419470524;3200;856;66
Columba_oenas;0;0;4;3
Columba_palumbus;0.00900470573054630;601;16;19
Columba_rupestris;NaN;0;2;2
Columba_trocaz;0.00265030830678275;13;0;4
Columbina_buckleyi;0.0471887550200803;47;0;2
Columbina_cruziana;0.0252914108838436;156;0;4
Columbina_inca;0.000664672648720505;2;0;3
Columbina_minuta;0;0;0;2
Columbina_passerina;0.00393483281652620;75;0;7
Columbina_picui;0;0;0;3
Columbina_squammata;0.0181177700644957;54;0;3
Columbina_talpacoti;0.00315728257680218;9;4;4
Compsospiza_baeri;0.0763719913420420;192;0;3
Compsospiza_garleppi;0.00591016548463357;5;0;2
Conioptilon_mcilhennyi;0.00274725274725275;2;8;4
Conirostrum_bicolor;0.00670498084291188;7;0;2
Conirostrum_cinereum;0.0242179616548940;24;0;2
Conopophaga_ardesiaca;0.00813008130081301;8;0;2
Conopophaga_aurita;0.0581474422191864;856;0;6
Conopophaga_castaneiceps;0.0233123674955778;135;0;4
Conopophaga_cearae;0.00948509485094851;28;0;3
Conopophaga_lineata;0.0352133657897924;896;16;9
Conopophaga_melanogaster;0.00203458799593082;2;0;2
Conopophaga_melanops;0.0132030874739018;272;0;7
Conopophaga_peruviana;0.00406504065040650;4;4;3
Conopophaga_roberti;0.00546766146500426;16;0;3
Conostoma_oemodium;0.0440989928307726;452;0;6
Contopus_cooperi;0.00175131348511384;2;0;2
Contopus_sordidulus;0.00262697022767075;3;0;2
Contopus_virens;0.00175131348511384;2;0;2
Copsychus_albospecularis;0.00201005025125628;6;0;3
Copsychus_luzoniensis;0.00501002004008016;5;0;2
Copsychus_malabaricus;0.00854914958121371;26;0;3
Copsychus_saularis;0.0204211592554375;4738;0;21
Copsychus_stricklandii;0.000668002672010688;2;0;3
Coracina_melaschistos;NaN;0;2;2
Coracina_novaehollandiae;NaN;0;2;2
Coracopsis_nigra;0.0263066924090502;92;0;4
Coracopsis_vasa;0.0114678260853698;29;0;3
Coragyps_atratus;0.0167705971277400;50;6;4
Corcorax_melanorhamphos;NaN;0;2;2
Cormobates_leucophaea;0.0113287955613102;572;0;3
Cormobates_placens;0;0;0;2
Corvus_cryptoleucus;0.00657659805617719;187;72;11
Corvus_hawaiiensis;0;0;4;3
Corvus_macrorhynchos;0.00507636892803490;113948;1648;211
Corvus_monedula;0.00540540540540541;5;0;2
Corvus_orru;0.00829875518672199;4;0;2
Corvus_ruficollis;NaN;0;2;2
Corvus_splendens;0.00190054405739827;109302;1328;91
Coryphistera_alaudina;0.00100200400801603;1;0;2
Coryphospingus_cucullatus;0.00346478445087226;46;0;6
Corythaeola_cristata;0.0585683297180043;54;0;2
Corythaixoides_concolor;0.0401948842874543;33;0;2
Corythopis_torquatus;0.0584291187739464;61;4;3
Coscoroba_coscoroba;NaN;0;2;2
Cossypha_anomala;0.0258517034068136;258;10;6
Cossypha_archeri;0.0182712971895928;177;0;5
Cossypha_caffra;0.0159318637274549;159;0;5
Cossypha_cyanocampter;0.00576923076923077;6;0;2
Cossypha_dichroa;0.0572148610221058;172;0;3
Cossypha_isabellae;0.0316368638239340;23;0;2
Cossypha_niveicapilla;0.0132248219735504;13;0;2
Cossypha_polioptera;0.0294678406424376;160;0;4
Cotinga_cayana;0.00132500142403670;4;6;4
Cotinga_cotinga;0.00175131348511384;2;0;2
Cotinga_maynana;0.0587584932227976;352;0;4
Coturnicops_exquisitus;0;0;0;1
Coturnicops_noveboracensis;0.00417509652970218;384;0;19
Coturnix_ypsilophora;0.00584795321637427;8;0;3
Cracticus_nigrogularis;0;0;0;2
Cranioleuca_albicapilla;NaN;0;6;3
Cranioleuca_albiceps;NaN;0;2;2
Cranioleuca_antisiensis;NaN;0;2;2
Cranioleuca_baroni;0.00239234449760766;1;16;5
Cranioleuca_curtata;NaN;0;2;2
Cranioleuca_demissa;NaN;0;6;3
Cranioleuca_erythrops;NaN;0;6;3
Cranioleuca_henricae;NaN;0;2;2
Cranioleuca_marcapatae;NaN;0;2;2
Cranioleuca_obsoleta;NaN;0;2;2
Cranioleuca_pyrrhophia;0.0156516097640094;7;16;5
Cranioleuca_vulpecula;NaN;0;2;2
Crax_alberti;0.00152439024390244;2;16;5
Crax_alector;0.0314789597994794;19;16;5
Crax_blumenbachii;0.00914634146341463;6;0;2
Crax_daubentoni;0.00268126182760329;7;14;5
Crax_fasciolata;0.00328803456195997;6;24;6
Crax_globulosa;0.0355731225296443;9;10;4
Crax_rubra;0.0161302085956859;126;34;8
Creagrus_furcatus;0.0207182320441989;15;4;3
Creurgops_dentatus;0;0;0;2
Creurgops_verticalis;0;0;0;2
Crinifer_piscator;0.00757575757575758;7;0;2
Crossleyia_xanthophrys;0.00139664804469274;1;0;2
Crossoptilon_auritum;0.00573176700930005;67;0;6
Crossoptilon_crossoptilon;0.00819686365420289;139;14;8
Crossoptilon_harmani;0.0125156020558003;150;12;7
Crossoptilon_mantchuricum;0.00448140768262720;26;16;6
Crotophaga_ani;0.0286015134403762;92;0;3
Crypsirina_temia;0.00433839479392625;4;0;2
Cryptosylvicola_randrianasoloi;0.0162601626016260;14;0;2
Crypturellus_soui;0.0468298807281858;746;0;6
Cuculus_canorus;0.00508905852417303;20;26;8
Cuculus_fugax;NaN;0;2;2
Cuculus_poliocephalus;0.00667629418300284;20;14;5
Cuculus_saturatus;0.0184510136822131;15;2;3
Culicicapa_ceylonensis;0.00423621092767880;419;0;15
Curaeus_curaeus;0;0;0;2
Cyanerpes_caeruleus;0.0132452436458877;10543;144;42
Cyanerpes_cyaneus;0.00155856284457368;17;0;5
Cyanerpes_lucidus;0.00416666666666667;3;0;2
Cyanerpes_nitidus;0.000957854406130268;1;0;2
Cyanochen_cyanoptera;0;0;0;2
Cyanocitta_cristata;NaN;0;2;2
Cyanocitta_stelleri;0.00302959131855801;2799;0;43
Cyanocompsa_brissonii;0.0201724466463415;62;0;3
Cyanocompsa_cyanoides;0.0333752511795400;327;0;5
Cyanocompsa_parellina;0.0868621064060803;80;0;2
Cyanocorax_affinis;0.00250250250250250;15;0;4
Cyanocorax_beecheii;NaN;0;2;2
Cyanocorax_cayanus;0.00300300300300300;30;0;5
Cyanocorax_chrysops;0.00723543745765968;105;0;6
Cyanocorax_cristatellus;0.000667334000667334;2;0;3
Cyanocorax_cyanomelas;0.00540540540540541;54;0;5
Cyanocorax_cyanopogon;0.00400400400400400;4;0;2
Cyanocorax_dickeyi;0.00200200200200200;6;0;3
Cyanocorax_heilprini;0;0;0;1
Cyanocorax_melanocyaneus;0.00100100100100100;1;0;2
Cyanocorax_morio;0.0136468206643645;37;6;4
Cyanocorax_mystacalis;0.00300300300300300;18;0;4
Cyanocorax_sanblasianus;0.0265700483091787;11;0;2
Cyanocorax_violaceus;0.0362753837931143;216;0;4
Cyanocorax_yncas;0.0350542768887944;520;0;6
Cyanocorax_yucatanicus;0.00701402805611222;7;4;3
Cyanoliseus_patagonus;0.00497117908946010;31507;316;159
Cyanoloxia_glaucocaerulea;0.00397000113142285;12;0;3
Cyanopica_cyanus;0.0142363100113026;148293;0;137
Cyanopsitta_spixii;0.00509294893041684;90;14;8
Cyanoptila_cyanomelana;0.0757982604984065;468;0;4
Cyanoramphus_auriceps;0.00242736430694009;17;24;7
Cyanoramphus_malherbi;0;0;4;3
Cyanoramphus_novaezelandiae;0.00652228199379194;19;4;4
Cyclarhis_gujanensis;0.0476693741984744;294;8;5
Cygnus_atratus;0.00398589153893700;7;22;6
Cygnus_columbianus;0.00363524625564821;24;8;5
Cygnus_melancoryphus;NaN;0;2;2
Cymbilaimus_lineatus;0.0151324292406419;18774;100;51
Cyornis_banyumas;0.0327501579529300;324;10;6
Cyornis_concretus;0.00718685831622177;7;0;2
Cyornis_hainanus;0.00543621334175749;413;0;13
Cyornis_pallipes;0.000721153846153846;21;0;8
Cyornis_poliogenys;0.00384615384615385;4;0;2
Cyornis_rubeculoides;0.0194036756012840;846;0;10
Cyornis_unicolor;0.00308008213552361;3;0;2
Cypseloides_fumigatus;0;0;0;1
Cypseloides_niger;0;0;4;3
Cypsiurus_balasiensis;0.00269792758025834;25;8;7
Cypsiurus_parvus;0.00500835421888054;12;0;3
Cypsnagra_hirundinacea;0.0105820105820106;24;8;5
Dacelo_novaeguineae;0;0;0;2
Dacnis_cayana;0.00515988913726028;33;0;4
Dacnis_venusta;0.00598100308045658;31;0;4
Daphoenositta_chrysoptera;0.0353743046480225;3454;16;6
Daption_capense;NaN;0;2;2
Dasyornis_broadbenti;0.00193610842207164;2;0;2
Deconychura_longicauda;0.0270728692450203;162;0;4
Delichon_dasypus;0.0335025380710660;33;0;2
Delichon_urbicum;0.0155728587319244;14;0;2
Delothraupis_castaneoventris;0;0;0;2
Dendragapus_canadensis;0.00823723228995058;5;0;2
Dendragapus_fuliginosus;0.000234604105571847;72;0;25
Dendrexetastes_rufigula;0.0103828464536811;2574;0;23
Dendrocincla_anabatina;0.00240096038415366;6;0;3
Dendrocincla_fuliginosa;0.0382385129084433;1242259;2064;262
Dendrocincla_homochroa;0.00467145502497054;14;0;3
Dendrocincla_merula;0.0264414985546989;395;0;6
Dendrocincla_turdina;0.0508632686221397;305;0;4
Dendrocincla_tyrannina;0.0829140728799625;248;0;3
Dendrocitta_formosae;0.0458042581244932;129;0;3
Dendrocitta_vagabunda;NaN;0;2;2
Dendrocolaptes_certhia;0.0157996139983281;15518;0;45
Dendrocolaptes_picumnus;0.0425156590765665;456;20;7
Dendrocolaptes_platyrostris;0.00446437744615829;2309;0;33
Dendrocolaptes_sanctithomae;0.00253770743442356;92;0;9
Dendrocopos_auriceps;0.00420168067226891;4;4;3
Dendrocopos_cathpharius;0.0208588957055215;17;4;3
Dendrocopos_darjellensis;0;0;0;2
Dendrocopos_hyperythrus;NaN;0;2;2
Dendrocopos_kizuki;0.00534592558797852;30;0;4
Dendrocopos_leucotos;0.00651031390011154;337;22;12
Dendrocopos_macei;0.0599021543646951;64;8;4
Dendrocopos_mahrattensis;0.0228013029315961;7;0;2
Dendrocopos_major;0.00593757833544390;19419;3618;94
Dendrocopos_minor;0.00696985728005783;20;0;3
Dendrocopos_moluccensis;0.0159235668789809;15;0;2
Dendrocopos_noguchii;0.000525210084033613;3;0;4
Dendrocygna_javanica;0.00289296046287367;3;4;3
Dendroica_adelaidae;0.0255331973435760;272;0;5
Dendroica_angelae;0.00350877192982456;4;0;2
Dendroica_caerulescens;0.00350877192982456;4;0;2
Dendroica_castanea;0.00175438596491228;2;0;2
Dendroica_coronata;0.0268092254425370;836;0;8
Dendroica_discolor;0.00526315789473684;18;0;3
Dendroica_dominica;0.00175438596491228;2;0;2
Dendroica_magnolia;0.00526315789473684;6;0;2
Dendroica_palmarum;0.00263157894736842;3;0;2
Dendroica_pensylvanica;0.00519076000942856;17;0;3
Dendroica_petechia;0.0151980213230098;104;0;4
Dendroica_pharetra;0.00350877192982456;4;0;2
Dendroica_pinus;0.00307184408196376;21;0;4
Dendroica_striata;0.0398053298795086;121;6;4
Dendroica_tigrina;0.000583771161704612;2;0;3
Dendroica_virens;0.00364592816632693;11;0;3
Dendroica_vitellina;0.00298392157427254;34;0;5
Dendropicos_fuscescens;0;0;0;2
Dendroplex_kienerii;0.000609019793143275;116;0;21
Dendroplex_picus;0.0167365521441527;251;0;6
Dicaeum_cruentatum;0.000888099467140320;1;0;2
Dicaeum_trigonostigma;0.0232739126238110;1380;0;11
Dichrozona_cincta;0.00601202404809619;6;0;2
Dicrurus_aeneus;0.00476190476190476;2;4;3
